index,y
2023-01-01_1J7,95.08967590332031
2023-01-01_O2O,18.692184448242188
2023-01-01_8QR,32.57190704345703
2023-01-01_L58,12.49110221862793
2023-01-01_UMC,80.4320297241211
2023-01-01_FK3,108.37474060058594
2023-01-01_I1K,93.74870300292969
2023-01-01_KY6,112.44445037841797
2023-01-01_V8D,89.23338317871094
2023-01-01_EK4,97.98643493652344
2023-01-01_357,79.9596939086914
2023-01-01_O7B,133.7688751220703
2023-01-01_RYX,104.42621612548828
2023-01-01_TEP,126.00347900390625
2023-01-01_CUF,148.24868774414062
2023-01-01_4UY,64.70723724365234
2023-01-01_I9K,84.96821594238281
2023-01-01_FA8,72.73402404785156
2023-01-01_EPD,91.49581909179688
2023-01-01_VML,34.33382034301758
2023-01-01_GV0,143.86761474609375
2023-01-01_5KB,163.6919708251953
2023-01-01_6WR,127.20051574707031
2023-01-01_BRZ,199.45639038085938
2023-01-01_BUY,138.4872283935547
2023-01-01_C3A,152.6795196533203
2023-01-01_276,104.84798431396484
2023-01-01_IFB,84.7960205078125
2023-01-01_1PW,110.00137329101562
2023-01-01_6UW,188.05699157714844
2023-01-01_RR1,154.27247619628906
2023-01-01_XTG,135.06288146972656
2023-01-01_JXV,128.65057373046875
2023-01-01_OD3,130.563720703125
2023-01-01_YTV,165.13720703125
2023-01-01_Z2T,109.28431701660156
2023-01-01_GOJ,108.35649871826172
2023-01-01_8X9,100.58442687988281
2023-01-01_R83,169.33009338378906
2023-01-01_XIG,215.19198608398438
2023-01-01_CSD,121.480712890625
2023-01-01_30R,171.5169677734375
2023-01-01_OOY,98.62774658203125
2023-01-01_JCN,140.384033203125
2023-01-01_G10,89.30960083007812
2023-01-01_MM6,43.448238372802734
2023-01-01_NT4,124.68805694580078
2023-01-01_IOR,54.14350509643555
2023-01-01_J9C,73.64253234863281
2023-01-01_VI4,111.64737701416016
2023-01-01_8WZ,28.170671463012695
2023-01-01_FYB,166.15792846679688
2023-01-01_5GK,92.40208435058594
2023-01-01_QQJ,19.74455451965332
2023-01-01_E9M,42.567752838134766
2023-01-01_F77,111.6186752319336
2023-01-01_JX6,146.52999877929688
2023-01-01_HW6,30.383831024169922
2023-01-01_30I,37.271018981933594
2023-01-01_CWQ,129.01817321777344
2023-01-01_4IM,22.993967056274414
2023-01-01_59A,29.110004425048828
2023-01-01_BZ0,52.49927520751953
2023-01-01_5S5,13.896093368530273
2023-01-01_MK9,135.80087280273438
2023-01-01_JCW,190.32095336914062
2023-01-01_34L,47.194766998291016
2023-01-01_EBP,64.59476470947266
2023-01-01_V4D,154.88214111328125
2023-01-01_3KU,144.3817138671875
2023-01-01_BNR,103.65006256103516
2023-01-01_VGQ,191.39781188964844
2023-01-01_B3W,109.48593139648438
2023-01-01_HOX,54.578453063964844
2023-01-01_9WY,103.63741302490234
2023-01-01_N7J,151.04367065429688
2023-01-01_4YU,101.41936492919922
2023-01-01_JD3,107.21289825439453
2023-01-01_RF2,161.3402862548828
2023-01-01_FBH,138.853515625
2023-01-01_P4J,108.45890808105469
2023-01-01_QV8,107.65960693359375
2023-01-01_SH9,94.9037857055664
2023-01-01_DBV,150.61932373046875
2023-01-01_3NQ,119.64376831054688
2023-01-01_651,83.54615020751953
2023-01-01_HOC,110.39037322998047
2023-01-01_3W6,131.35830688476562
2023-01-01_EIZ,66.94425964355469
2023-01-01_87K,181.69378662109375
2023-01-01_289,57.05220031738281
2023-01-01_XRB,80.52513122558594
2023-01-01_BKJ,102.9830322265625
2023-01-01_T91,169.7103271484375
2023-01-01_NVE,53.07845687866211
2023-01-01_CJP,132.21731567382812
2023-01-01_5U5,68.69620513916016
2023-01-01_BPW,139.64334106445312
2023-01-01_GKH,128.43907165527344
2023-01-01_XOK,134.77479553222656
2023-01-01_72S,139.74411010742188
2023-01-01_4PO,138.8103790283203
2023-01-01_5PK,61.77523422241211
2023-01-01_5WG,83.65400695800781
2023-01-01_J9O,86.21006774902344
2023-01-01_6DU,140.44393920898438
2023-01-01_MIH,142.99476623535156
2023-01-01_DSX,78.33108520507812
2023-01-01_F7I,109.09275817871094
2023-01-01_OYD,70.25666046142578
2023-01-01_P3G,84.50242614746094
2023-01-01_B3D,149.89730834960938
2023-01-01_B61,115.87586975097656
2023-01-01_8E0,110.76483917236328
2023-01-01_7NG,54.35469436645508
2023-01-01_222,222.19427490234375
2023-01-01_1TE,127.82186126708984
2023-01-01_CYD,185.075927734375
2023-01-01_GN3,182.6602020263672
2023-01-01_11W,157.55043029785156
2023-01-01_4SH,109.7048110961914
2023-01-01_3NS,163.26760864257812
2023-01-01_W80,19.903108596801758
2023-01-01_OTS,136.15957641601562
2023-01-01_25G,116.07964324951172
2023-01-01_XUL,125.4280776977539
2023-01-01_Z5T,88.79469299316406
2023-01-01_56P,89.82373046875
2023-01-01_WIX,148.1041717529297
2023-01-01_TPX,85.40829467773438
2023-01-01_F30,121.7409896850586
2023-01-01_OUG,106.28705596923828
2023-01-01_APN,82.19644927978516
2023-01-01_WRR,118.15248107910156
2023-01-01_K5Q,71.09474182128906
2023-01-01_D68,103.26951599121094
2023-01-01_2P1,110.0945816040039
2023-01-01_B65,168.51341247558594
2023-01-01_EFN,104.0077896118164
2023-01-01_ROF,47.31722640991211
2023-01-01_1EJ,73.26510620117188
2023-01-01_H1M,189.07469177246094
2023-01-01_B9M,63.036888122558594
2023-01-01_1I8,133.1429443359375
2023-01-01_JP8,139.70179748535156
2023-01-01_2PZ,154.35360717773438
2023-01-01_KQC,156.1879425048828
2023-01-01_Z4A,40.0546989440918
2023-01-01_CRS,81.63526153564453
2023-01-01_5ZC,92.87947082519531
2023-01-01_5MR,116.65721893310547
2023-01-01_18L,90.04198455810547
2023-01-01_VAU,130.89883422851562
2023-01-01_1TQ,39.73255920410156
2023-01-01_745,91.30023956298828
2023-01-01_FBN,148.94496154785156
2023-01-01_K71,174.74810791015625
2023-01-01_WGP,89.78363037109375
2023-01-01_Z1H,145.8012237548828
2023-01-01_KDO,203.39041137695312
2023-01-01_YDH,148.69085693359375
2023-01-01_5KJ,149.7630615234375
2023-01-01_EMR,170.82456970214844
2023-01-01_003,85.6613540649414
2023-01-01_SYW,142.96969604492188
2023-01-01_BRP,162.927490234375
2023-01-01_YLE,94.54553985595703
2023-01-01_J4R,169.55284118652344
2023-01-01_KN2,82.36151123046875
2023-01-01_Y5A,79.05329895019531
2023-01-01_856,88.12032318115234
2023-01-01_FKG,128.5224151611328
2023-01-01_VA1,112.63960266113281
2023-01-01_1EX,115.63253784179688
2023-01-01_SAD,210.27928161621094
2023-01-01_182,119.94507598876953
2023-01-01_0Y9,119.25784301757812
2023-01-01_B45,115.43836212158203
2023-01-01_DMX,222.37625122070312
2023-01-01_A8Q,100.96504974365234
2023-01-01_BHE,117.34552001953125
2023-01-01_45E,107.25096893310547
2023-01-01_W7F,164.5509033203125
