index,y
2023-01-01_1J7,10.617078537754551
2023-01-01_O2O,12.387611716857784
2023-01-01_8QR,12.40872317099775
2023-01-01_L58,2.378854375150711
2023-01-01_UMC,23.868413966588207
2023-01-01_FK3,44.08637792575209
2023-01-01_I1K,18.045322315281588
2023-01-01_KY6,379.217936197075
2023-01-01_V8D,12.011677386521853
2023-01-01_EK4,11.033429729562954
2023-01-01_357,26.92723920281088
2023-01-01_O7B,6.604219193952218
2023-01-01_RYX,32.50850781474418
2023-01-01_TEP,-90.31751280354047
2023-01-01_CUF,176.26544103144101
2023-01-01_4UY,10.086126284815798
2023-01-01_I9K,-5.0149955777431785
2023-01-01_FA8,28.663936014895057
2023-01-01_EPD,-58.69658064113946
2023-01-01_VML,11.346826673650426
2023-01-01_GV0,54.80033893240261
2023-01-01_5KB,-7.161809508988881
2023-01-01_6WR,-8.365496067988374
2023-01-01_BRZ,140.1171234913536
2023-01-01_BUY,50.07094455825427
2023-01-01_C3A,21.385536910228325
2023-01-01_276,29.93974068430053
2023-01-01_IFB,58.46794555022883
2023-01-01_1PW,608.1641627004842
2023-01-01_6UW,1108.973046794723
2023-01-01_RR1,394.1143434472606
2023-01-01_XTG,2416.529108157809
2023-01-01_JXV,2.421885978928131
2023-01-01_OD3,135.29485720121227
2023-01-01_YTV,342.3723937880218
2023-01-01_Z2T,271.04952668483634
2023-01-01_GOJ,451.98017334119686
2023-01-01_8X9,426.53143634721437
2023-01-01_R83,2571.3063346027648
2023-01-01_XIG,234.92082569028332
2023-01-01_CSD,201.64385740819398
2023-01-01_30R,328.97883178196645
2023-01-01_OOY,3.698167681836196
2023-01-01_JCN,525.7678963908729
2023-01-01_G10,160.96594230756205
2023-01-01_MM6,30.546888214914382
2023-01-01_NT4,237.3567109334964
2023-01-01_IOR,57.767772603563316
2023-01-01_J9C,86.83399757720153
2023-01-01_VI4,218.41889592227164
2023-01-01_8WZ,24.020259835915603
2023-01-01_FYB,450.0003776712658
2023-01-01_5GK,31.834982108701638
2023-01-01_QQJ,12.322536121800233
2023-01-01_E9M,36.56055119316235
2023-01-01_F77,31.139892104125238
2023-01-01_JX6,939.4812792384246
2023-01-01_HW6,16.487153570788234
2023-01-01_30I,18.201992950494358
2023-01-01_CWQ,253.15805037816781
2023-01-01_4IM,11.309746809496763
2023-01-01_59A,12.60217679758732
2023-01-01_BZ0,22.78418953483799
2023-01-01_5S5,5.036624912015817
2023-01-01_MK9,72.69726836154692
2023-01-01_JCW,3710.8226473907916
2023-01-01_34L,10.259963744118771
2023-01-01_EBP,15.082156628839925
2023-01-01_V4D,47.77881154828634
2023-01-01_3KU,751.7374133036402
2023-01-01_BNR,32.34346994727858
2023-01-01_VGQ,223.45012098795402
2023-01-01_B3W,123.17791892235789
2023-01-01_HOX,14.427287434036884
2023-01-01_9WY,72.24252471097088
2023-01-01_N7J,867.7311487225579
2023-01-01_4YU,30.071645455968053
2023-01-01_JD3,943.7809325875241
2023-01-01_RF2,43.93552421972299
2023-01-01_FBH,480.5394500837856
2023-01-01_P4J,660.0508773792544
2023-01-01_QV8,-43.058464431776486
2023-01-01_SH9,6487.438898440371
2023-01-01_DBV,2.929813645465913
